Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
5899,isound1.map,5,5,evaluate_suitability_new,"[""excavator"", ""scaffolding"", ""crane"", ""delivery"", ""bricklayer""]","[""scaffold"", ""excavate"", ""debris"", ""item elevation"", ""excavate""]"
5900,isound1.map,5,5,evaluate_suitability_new,"[""crane"", ""assembly"", ""scaffolding"", ""assembly"", ""scaffolding""]","[""scaffold"", ""excavate"", ""item elevation"", ""scaffold"", ""lay bricks""]"
5901,isound1.map,5,5,evaluate_suitability_loose,"[""excavator"", ""crane"", ""excavator"", ""excavator"", ""assembly""]","[""lay bricks"", ""utilities"", ""debris"", ""scaffold"", ""delivery""]"
5902,isound1.map,5,5,evaluate_suitability_loose,"[""excavator"", ""crane"", ""delivery"", ""delivery"", ""bricklayer""]","[""lay bricks"", ""assembly"", ""scaffold"", ""item elevation"", ""lay bricks""]"
5903,isound1.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""crane"", ""bricklayer"", ""bricklayer"", ""scaffolding""]","[""delivery"", ""item elevation"", ""item elevation"", ""scaffold"", ""excavate""]"
5904,isound1.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""bricklayer"", ""crane"", ""excavator"", ""scaffolding""]","[""lay bricks"", ""delivery"", ""debris"", ""delivery"", ""utilities""]"
5905,isound1.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""scaffolding"", ""assembly"", ""delivery"", ""delivery""]","[""assembly"", ""debris"", ""utilities"", ""excavate"", ""utilities""]"
5906,isound1.map,5,5,evaluate_suitability_strict,"[""delivery"", ""bricklayer"", ""scaffolding"", ""crane"", ""assembly""]","[""scaffold"", ""delivery"", ""lay bricks"", ""assembly"", ""utilities""]"
5907,isound1.map,5,5,evaluate_suitability_strict,"[""crane"", ""assembly"", ""delivery"", ""delivery"", ""bricklayer""]","[""lay bricks"", ""assembly"", ""delivery"", ""utilities"", ""assembly""]"
5908,isound1.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""assembly"", ""delivery"", ""assembly"", ""crane""]","[""delivery"", ""delivery"", ""debris"", ""scaffold"", ""assembly""]"
5909,isound1.map,5,5,evaluate_suitability_strict,"[""excavator"", ""crane"", ""delivery"", ""bricklayer"", ""bricklayer""]","[""lay bricks"", ""scaffold"", ""item elevation"", ""scaffold"", ""debris""]"
5910,isound1.map,5,5,evaluate_suitability_strict,"[""scaffolding"", ""scaffolding"", ""scaffolding"", ""delivery"", ""assembly""]","[""scaffold"", ""utilities"", ""scaffold"", ""excavate"", ""utilities""]"
5911,isound1.map,5,10,evaluate_suitability_new,"[""excavator"", ""assembly"", ""crane"", ""delivery"", ""excavator""]","[""debris"", ""assembly"", ""utilities"", ""assembly"", ""assembly"", ""assembly"", ""scaffold"", ""item elevation"", ""item elevation"", ""debris""]"
5912,isound1.map,5,10,evaluate_suitability_new,"[""excavator"", ""crane"", ""crane"", ""excavator"", ""scaffolding""]","[""utilities"", ""debris"", ""lay bricks"", ""assembly"", ""delivery"", ""scaffold"", ""excavate"", ""scaffold"", ""scaffold"", ""lay bricks""]"
5913,isound1.map,5,10,evaluate_suitability_new,"[""assembly"", ""bricklayer"", ""excavator"", ""excavator"", ""bricklayer""]","[""excavate"", ""delivery"", ""debris"", ""utilities"", ""delivery"", ""excavate"", ""scaffold"", ""assembly"", ""delivery"", ""assembly""]"
5914,isound1.map,5,10,evaluate_suitability_new,"[""crane"", ""delivery"", ""crane"", ""assembly"", ""delivery""]","[""assembly"", ""excavate"", ""item elevation"", ""excavate"", ""item elevation"", ""assembly"", ""delivery"", ""delivery"", ""utilities"", ""excavate""]"
5915,isound1.map,5,10,evaluate_suitability_new,"[""scaffolding"", ""assembly"", ""crane"", ""delivery"", ""scaffolding""]","[""debris"", ""debris"", ""excavate"", ""utilities"", ""delivery"", ""utilities"", ""utilities"", ""assembly"", ""lay bricks"", ""debris""]"
5916,isound1.map,5,10,evaluate_suitability_loose,"[""scaffolding"", ""crane"", ""assembly"", ""delivery"", ""assembly""]","[""item elevation"", ""scaffold"", ""delivery"", ""item elevation"", ""delivery"", ""item elevation"", ""item elevation"", ""scaffold"", ""assembly"", ""assembly""]"
5917,isound1.map,5,10,evaluate_suitability_loose,"[""scaffolding"", ""delivery"", ""scaffolding"", ""crane"", ""crane""]","[""utilities"", ""debris"", ""excavate"", ""debris"", ""lay bricks"", ""scaffold"", ""utilities"", ""assembly"", ""delivery"", ""assembly""]"
5918,isound1.map,5,10,evaluate_suitability_loose,"[""scaffolding"", ""bricklayer"", ""excavator"", ""excavator"", ""scaffolding""]","[""delivery"", ""item elevation"", ""item elevation"", ""lay bricks"", ""utilities"", ""item elevation"", ""lay bricks"", ""assembly"", ""item elevation"", ""item elevation""]"
5919,isound1.map,5,10,evaluate_suitability_loose,"[""crane"", ""assembly"", ""delivery"", ""assembly"", ""crane""]","[""utilities"", ""debris"", ""delivery"", ""lay bricks"", ""scaffold"", ""scaffold"", ""debris"", ""assembly"", ""scaffold"", ""lay bricks""]"
5920,isound1.map,5,10,evaluate_suitability_loose,"[""assembly"", ""scaffolding"", ""scaffolding"", ""bricklayer"", ""scaffolding""]","[""delivery"", ""utilities"", ""delivery"", ""utilities"", ""item elevation"", ""debris"", ""scaffold"", ""item elevation"", ""delivery"", ""assembly""]"
5921,isound1.map,5,10,evaluate_suitability_strict,"[""excavator"", ""scaffolding"", ""scaffolding"", ""bricklayer"", ""crane""]","[""excavate"", ""excavate"", ""scaffold"", ""excavate"", ""utilities"", ""debris"", ""utilities"", ""utilities"", ""assembly"", ""scaffold""]"
5922,isound1.map,5,10,evaluate_suitability_strict,"[""crane"", ""scaffolding"", ""crane"", ""excavator"", ""scaffolding""]","[""utilities"", ""debris"", ""excavate"", ""delivery"", ""item elevation"", ""assembly"", ""utilities"", ""item elevation"", ""item elevation"", ""scaffold""]"
5923,isound1.map,5,10,evaluate_suitability_strict,"[""scaffolding"", ""scaffolding"", ""excavator"", ""excavator"", ""crane""]","[""scaffold"", ""utilities"", ""scaffold"", ""excavate"", ""utilities"", ""utilities"", ""item elevation"", ""excavate"", ""lay bricks"", ""assembly""]"
5924,isound1.map,5,10,evaluate_suitability_strict,"[""excavator"", ""bricklayer"", ""bricklayer"", ""scaffolding"", ""excavator""]","[""debris"", ""utilities"", ""scaffold"", ""scaffold"", ""assembly"", ""delivery"", ""debris"", ""lay bricks"", ""scaffold"", ""utilities""]"
5925,isound1.map,5,10,evaluate_suitability_strict,"[""assembly"", ""excavator"", ""delivery"", ""crane"", ""bricklayer""]","[""debris"", ""item elevation"", ""utilities"", ""item elevation"", ""item elevation"", ""lay bricks"", ""delivery"", ""utilities"", ""delivery"", ""excavate""]"
5926,isound1.map,5,10,evaluate_suitability_new,"[""crane"", ""crane"", ""bricklayer"", ""delivery"", ""assembly""]","[""debris"", ""scaffold"", ""item elevation"", ""delivery"", ""assembly"", ""scaffold"", ""utilities"", ""assembly"", ""utilities"", ""scaffold""]"
5927,isound1.map,5,10,evaluate_suitability_new,"[""excavator"", ""assembly"", ""assembly"", ""assembly"", ""delivery""]","[""delivery"", ""debris"", ""scaffold"", ""item elevation"", ""debris"", ""excavate"", ""scaffold"", ""debris"", ""delivery"", ""item elevation""]"
5928,isound1.map,5,10,evaluate_suitability_new,"[""crane"", ""crane"", ""crane"", ""crane"", ""assembly""]","[""debris"", ""item elevation"", ""utilities"", ""debris"", ""scaffold"", ""debris"", ""assembly"", ""item elevation"", ""delivery"", ""excavate""]"
5929,isound1.map,5,10,evaluate_suitability_new,"[""scaffolding"", ""crane"", ""crane"", ""assembly"", ""delivery""]","[""debris"", ""debris"", ""delivery"", ""debris"", ""utilities"", ""utilities"", ""lay bricks"", ""lay bricks"", ""utilities"", ""excavate""]"
5930,isound1.map,5,10,evaluate_suitability_new,"[""bricklayer"", ""scaffolding"", ""excavator"", ""bricklayer"", ""excavator""]","[""delivery"", ""utilities"", ""delivery"", ""scaffold"", ""item elevation"", ""assembly"", ""lay bricks"", ""debris"", ""item elevation"", ""delivery""]"
5931,isound1.map,5,10,evaluate_suitability_loose,"[""assembly"", ""crane"", ""bricklayer"", ""excavator"", ""assembly""]","[""delivery"", ""item elevation"", ""item elevation"", ""assembly"", ""excavate"", ""excavate"", ""excavate"", ""lay bricks"", ""debris"", ""lay bricks""]"
5932,isound1.map,5,10,evaluate_suitability_loose,"[""bricklayer"", ""excavator"", ""bricklayer"", ""bricklayer"", ""assembly""]","[""assembly"", ""utilities"", ""delivery"", ""debris"", ""item elevation"", ""assembly"", ""scaffold"", ""excavate"", ""debris"", ""excavate""]"
5933,isound1.map,5,10,evaluate_suitability_loose,"[""bricklayer"", ""bricklayer"", ""bricklayer"", ""assembly"", ""delivery""]","[""utilities"", ""utilities"", ""assembly"", ""delivery"", ""utilities"", ""excavate"", ""scaffold"", ""scaffold"", ""debris"", ""assembly""]"
5934,isound1.map,5,10,evaluate_suitability_loose,"[""scaffolding"", ""crane"", ""bricklayer"", ""bricklayer"", ""crane""]","[""delivery"", ""assembly"", ""assembly"", ""utilities"", ""lay bricks"", ""assembly"", ""scaffold"", ""item elevation"", ""scaffold"", ""assembly""]"
5935,isound1.map,5,10,evaluate_suitability_loose,"[""scaffolding"", ""delivery"", ""excavator"", ""assembly"", ""delivery""]","[""excavate"", ""excavate"", ""delivery"", ""delivery"", ""lay bricks"", ""lay bricks"", ""delivery"", ""delivery"", ""item elevation"", ""excavate""]"
5936,isound1.map,5,10,evaluate_suitability_strict,"[""crane"", ""assembly"", ""crane"", ""scaffolding"", ""scaffolding""]","[""utilities"", ""debris"", ""debris"", ""excavate"", ""assembly"", ""item elevation"", ""lay bricks"", ""delivery"", ""scaffold"", ""delivery""]"
5937,isound1.map,5,10,evaluate_suitability_strict,"[""delivery"", ""crane"", ""excavator"", ""crane"", ""bricklayer""]","[""assembly"", ""lay bricks"", ""delivery"", ""scaffold"", ""lay bricks"", ""debris"", ""debris"", ""debris"", ""debris"", ""utilities""]"
5938,isound1.map,5,10,evaluate_suitability_strict,"[""excavator"", ""assembly"", ""excavator"", ""delivery"", ""crane""]","[""delivery"", ""scaffold"", ""debris"", ""excavate"", ""assembly"", ""scaffold"", ""scaffold"", ""utilities"", ""assembly"", ""scaffold""]"
5939,isound1.map,5,10,evaluate_suitability_strict,"[""excavator"", ""delivery"", ""excavator"", ""crane"", ""crane""]","[""debris"", ""excavate"", ""debris"", ""assembly"", ""assembly"", ""scaffold"", ""scaffold"", ""item elevation"", ""scaffold"", ""lay bricks""]"
5940,isound1.map,5,10,evaluate_suitability_strict,"[""delivery"", ""delivery"", ""scaffolding"", ""scaffolding"", ""delivery""]","[""scaffold"", ""utilities"", ""lay bricks"", ""utilities"", ""assembly"", ""lay bricks"", ""debris"", ""debris"", ""delivery"", ""scaffold""]"
5941,isound1.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""delivery"", ""crane"", ""bricklayer""]","[""item elevation"", ""utilities"", ""lay bricks"", ""lay bricks"", ""scaffold"", ""item elevation"", ""utilities"", ""scaffold"", ""utilities"", ""excavate"", ""assembly"", ""debris"", ""scaffold"", ""assembly"", ""debris"", ""debris"", ""utilities"", ""debris"", ""scaffold"", ""lay bricks""]"
5942,isound1.map,5,20,evaluate_suitability_new,"[""bricklayer"", ""assembly"", ""assembly"", ""bricklayer"", ""delivery""]","[""lay bricks"", ""debris"", ""excavate"", ""utilities"", ""item elevation"", ""scaffold"", ""item elevation"", ""excavate"", ""assembly"", ""delivery"", ""assembly"", ""utilities"", ""assembly"", ""delivery"", ""lay bricks"", ""excavate"", ""scaffold"", ""item elevation"", ""lay bricks"", ""item elevation""]"
5943,isound1.map,5,20,evaluate_suitability_new,"[""crane"", ""excavator"", ""assembly"", ""excavator"", ""delivery""]","[""scaffold"", ""item elevation"", ""debris"", ""utilities"", ""delivery"", ""utilities"", ""delivery"", ""delivery"", ""delivery"", ""assembly"", ""delivery"", ""assembly"", ""utilities"", ""item elevation"", ""debris"", ""item elevation"", ""lay bricks"", ""assembly"", ""delivery"", ""excavate""]"
5944,isound1.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""excavator"", ""excavator"", ""excavator"", ""excavator""]","[""scaffold"", ""scaffold"", ""debris"", ""delivery"", ""assembly"", ""assembly"", ""item elevation"", ""excavate"", ""lay bricks"", ""scaffold"", ""lay bricks"", ""scaffold"", ""scaffold"", ""assembly"", ""assembly"", ""scaffold"", ""delivery"", ""excavate"", ""excavate"", ""scaffold""]"
5945,isound1.map,5,20,evaluate_suitability_new,"[""assembly"", ""delivery"", ""scaffolding"", ""assembly"", ""crane""]","[""assembly"", ""delivery"", ""debris"", ""assembly"", ""scaffold"", ""lay bricks"", ""debris"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""assembly"", ""lay bricks"", ""lay bricks"", ""assembly"", ""excavate"", ""excavate"", ""debris"", ""assembly"", ""debris"", ""scaffold""]"
5946,isound1.map,5,20,evaluate_suitability_loose,"[""scaffolding"", ""assembly"", ""delivery"", ""scaffolding"", ""crane""]","[""debris"", ""debris"", ""debris"", ""lay bricks"", ""delivery"", ""debris"", ""debris"", ""utilities"", ""scaffold"", ""excavate"", ""lay bricks"", ""item elevation"", ""assembly"", ""scaffold"", ""lay bricks"", ""excavate"", ""assembly"", ""utilities"", ""assembly"", ""assembly""]"
5947,isound1.map,5,20,evaluate_suitability_loose,"[""delivery"", ""scaffolding"", ""bricklayer"", ""bricklayer"", ""assembly""]","[""item elevation"", ""utilities"", ""utilities"", ""assembly"", ""assembly"", ""utilities"", ""assembly"", ""debris"", ""debris"", ""item elevation"", ""utilities"", ""lay bricks"", ""scaffold"", ""debris"", ""utilities"", ""lay bricks"", ""delivery"", ""excavate"", ""excavate"", ""lay bricks""]"
5948,isound1.map,5,20,evaluate_suitability_loose,"[""delivery"", ""assembly"", ""bricklayer"", ""bricklayer"", ""scaffolding""]","[""debris"", ""lay bricks"", ""assembly"", ""lay bricks"", ""excavate"", ""utilities"", ""lay bricks"", ""item elevation"", ""lay bricks"", ""item elevation"", ""scaffold"", ""lay bricks"", ""excavate"", ""excavate"", ""scaffold"", ""delivery"", ""scaffold"", ""item elevation"", ""excavate"", ""scaffold""]"
5949,isound1.map,5,20,evaluate_suitability_loose,"[""excavator"", ""assembly"", ""crane"", ""assembly"", ""assembly""]","[""excavate"", ""excavate"", ""delivery"", ""utilities"", ""delivery"", ""debris"", ""delivery"", ""excavate"", ""excavate"", ""assembly"", ""item elevation"", ""delivery"", ""delivery"", ""debris"", ""excavate"", ""item elevation"", ""lay bricks"", ""utilities"", ""utilities"", ""item elevation""]"
5950,isound1.map,5,20,evaluate_suitability_loose,"[""crane"", ""delivery"", ""scaffolding"", ""delivery"", ""delivery""]","[""utilities"", ""debris"", ""assembly"", ""delivery"", ""delivery"", ""excavate"", ""delivery"", ""excavate"", ""debris"", ""excavate"", ""lay bricks"", ""scaffold"", ""excavate"", ""assembly"", ""lay bricks"", ""excavate"", ""delivery"", ""assembly"", ""assembly"", ""scaffold""]"
5951,isound1.map,5,20,evaluate_suitability_strict,"[""delivery"", ""excavator"", ""assembly"", ""assembly"", ""excavator""]","[""lay bricks"", ""scaffold"", ""excavate"", ""debris"", ""assembly"", ""lay bricks"", ""scaffold"", ""excavate"", ""delivery"", ""utilities"", ""item elevation"", ""lay bricks"", ""scaffold"", ""utilities"", ""delivery"", ""item elevation"", ""debris"", ""assembly"", ""utilities"", ""scaffold""]"
5952,isound1.map,5,20,evaluate_suitability_strict,"[""delivery"", ""excavator"", ""crane"", ""scaffolding"", ""delivery""]","[""assembly"", ""scaffold"", ""assembly"", ""excavate"", ""item elevation"", ""excavate"", ""assembly"", ""excavate"", ""scaffold"", ""scaffold"", ""item elevation"", ""excavate"", ""assembly"", ""scaffold"", ""item elevation"", ""debris"", ""delivery"", ""scaffold"", ""delivery"", ""excavate""]"
5953,isound1.map,5,20,evaluate_suitability_strict,"[""bricklayer"", ""excavator"", ""crane"", ""delivery"", ""delivery""]","[""assembly"", ""utilities"", ""assembly"", ""assembly"", ""debris"", ""assembly"", ""lay bricks"", ""excavate"", ""lay bricks"", ""assembly"", ""assembly"", ""lay bricks"", ""scaffold"", ""assembly"", ""debris"", ""item elevation"", ""item elevation"", ""item elevation"", ""debris"", ""scaffold""]"
5954,isound1.map,5,20,evaluate_suitability_strict,"[""crane"", ""crane"", ""excavator"", ""excavator"", ""excavator""]","[""assembly"", ""excavate"", ""excavate"", ""item elevation"", ""utilities"", ""scaffold"", ""excavate"", ""assembly"", ""delivery"", ""scaffold"", ""lay bricks"", ""scaffold"", ""excavate"", ""excavate"", ""excavate"", ""lay bricks"", ""delivery"", ""debris"", ""utilities"", ""scaffold""]"
5955,isound1.map,5,20,evaluate_suitability_strict,"[""assembly"", ""excavator"", ""bricklayer"", ""scaffolding"", ""assembly""]","[""scaffold"", ""scaffold"", ""lay bricks"", ""utilities"", ""excavate"", ""delivery"", ""delivery"", ""item elevation"", ""debris"", ""utilities"", ""utilities"", ""assembly"", ""scaffold"", ""item elevation"", ""scaffold"", ""lay bricks"", ""delivery"", ""assembly"", ""assembly"", ""delivery""]"
5956,isound1.map,5,20,evaluate_suitability_new,"[""crane"", ""excavator"", ""bricklayer"", ""crane"", ""bricklayer""]","[""delivery"", ""debris"", ""utilities"", ""item elevation"", ""lay bricks"", ""scaffold"", ""excavate"", ""item elevation"", ""scaffold"", ""utilities"", ""assembly"", ""debris"", ""lay bricks"", ""utilities"", ""scaffold"", ""lay bricks"", ""utilities"", ""item elevation"", ""scaffold"", ""debris""]"
5957,isound1.map,5,20,evaluate_suitability_new,"[""delivery"", ""delivery"", ""excavator"", ""scaffolding"", ""crane""]","[""lay bricks"", ""debris"", ""debris"", ""utilities"", ""scaffold"", ""item elevation"", ""assembly"", ""delivery"", ""scaffold"", ""item elevation"", ""item elevation"", ""item elevation"", ""utilities"", ""delivery"", ""scaffold"", ""debris"", ""item elevation"", ""utilities"", ""debris"", ""excavate""]"
5958,isound1.map,5,20,evaluate_suitability_new,"[""excavator"", ""assembly"", ""crane"", ""assembly"", ""crane""]","[""lay bricks"", ""excavate"", ""delivery"", ""delivery"", ""excavate"", ""delivery"", ""item elevation"", ""debris"", ""scaffold"", ""scaffold"", ""item elevation"", ""item elevation"", ""assembly"", ""utilities"", ""lay bricks"", ""scaffold"", ""assembly"", ""debris"", ""item elevation"", ""utilities""]"
5959,isound1.map,5,20,evaluate_suitability_new,"[""delivery"", ""excavator"", ""excavator"", ""bricklayer"", ""scaffolding""]","[""delivery"", ""lay bricks"", ""delivery"", ""assembly"", ""delivery"", ""assembly"", ""excavate"", ""scaffold"", ""lay bricks"", ""delivery"", ""delivery"", ""utilities"", ""debris"", ""excavate"", ""item elevation"", ""item elevation"", ""assembly"", ""debris"", ""assembly"", ""excavate""]"
5960,isound1.map,5,20,evaluate_suitability_new,"[""assembly"", ""excavator"", ""scaffolding"", ""bricklayer"", ""excavator""]","[""excavate"", ""item elevation"", ""lay bricks"", ""excavate"", ""debris"", ""excavate"", ""lay bricks"", ""scaffold"", ""assembly"", ""excavate"", ""item elevation"", ""excavate"", ""excavate"", ""assembly"", ""item elevation"", ""debris"", ""utilities"", ""item elevation"", ""assembly"", ""assembly""]"
5961,isound1.map,5,20,evaluate_suitability_loose,"[""excavator"", ""crane"", ""excavator"", ""scaffolding"", ""excavator""]","[""lay bricks"", ""delivery"", ""utilities"", ""item elevation"", ""lay bricks"", ""scaffold"", ""scaffold"", ""debris"", ""item elevation"", ""debris"", ""utilities"", ""assembly"", ""scaffold"", ""scaffold"", ""delivery"", ""item elevation"", ""delivery"", ""delivery"", ""debris"", ""utilities""]"
5962,isound1.map,5,20,evaluate_suitability_loose,"[""assembly"", ""excavator"", ""assembly"", ""crane"", ""excavator""]","[""debris"", ""excavate"", ""excavate"", ""debris"", ""lay bricks"", ""assembly"", ""assembly"", ""excavate"", ""delivery"", ""excavate"", ""excavate"", ""debris"", ""item elevation"", ""item elevation"", ""lay bricks"", ""delivery"", ""utilities"", ""lay bricks"", ""utilities"", ""debris""]"
5963,isound1.map,5,20,evaluate_suitability_loose,"[""excavator"", ""scaffolding"", ""excavator"", ""delivery"", ""bricklayer""]","[""scaffold"", ""debris"", ""assembly"", ""item elevation"", ""debris"", ""debris"", ""utilities"", ""assembly"", ""item elevation"", ""item elevation"", ""delivery"", ""debris"", ""debris"", ""assembly"", ""lay bricks"", ""debris"", ""utilities"", ""assembly"", ""item elevation"", ""item elevation""]"
5964,isound1.map,5,20,evaluate_suitability_loose,"[""bricklayer"", ""crane"", ""bricklayer"", ""excavator"", ""bricklayer""]","[""utilities"", ""scaffold"", ""delivery"", ""excavate"", ""assembly"", ""scaffold"", ""delivery"", ""item elevation"", ""excavate"", ""utilities"", ""assembly"", ""excavate"", ""assembly"", ""debris"", ""lay bricks"", ""debris"", ""assembly"", ""lay bricks"", ""excavate"", ""delivery""]"
5965,isound1.map,5,20,evaluate_suitability_loose,"[""delivery"", ""excavator"", ""delivery"", ""bricklayer"", ""scaffolding""]","[""assembly"", ""lay bricks"", ""utilities"", ""item elevation"", ""item elevation"", ""assembly"", ""item elevation"", ""assembly"", ""debris"", ""scaffold"", ""assembly"", ""delivery"", ""debris"", ""utilities"", ""scaffold"", ""excavate"", ""lay bricks"", ""excavate"", ""debris"", ""delivery""]"
5966,isound1.map,5,20,evaluate_suitability_strict,"[""crane"", ""scaffolding"", ""crane"", ""delivery"", ""assembly""]","[""item elevation"", ""lay bricks"", ""debris"", ""item elevation"", ""scaffold"", ""lay bricks"", ""item elevation"", ""delivery"", ""lay bricks"", ""item elevation"", ""delivery"", ""debris"", ""delivery"", ""item elevation"", ""excavate"", ""delivery"", ""delivery"", ""item elevation"", ""utilities"", ""scaffold""]"
5967,isound1.map,5,20,evaluate_suitability_strict,"[""delivery"", ""scaffolding"", ""excavator"", ""scaffolding"", ""excavator""]","[""excavate"", ""debris"", ""delivery"", ""lay bricks"", ""assembly"", ""scaffold"", ""lay bricks"", ""scaffold"", ""item elevation"", ""excavate"", ""scaffold"", ""scaffold"", ""utilities"", ""debris"", ""item elevation"", ""item elevation"", ""scaffold"", ""lay bricks"", ""debris"", ""delivery""]"
5968,isound1.map,5,20,evaluate_suitability_strict,"[""bricklayer"", ""excavator"", ""excavator"", ""crane"", ""bricklayer""]","[""delivery"", ""utilities"", ""scaffold"", ""lay bricks"", ""utilities"", ""debris"", ""excavate"", ""debris"", ""lay bricks"", ""utilities"", ""assembly"", ""utilities"", ""item elevation"", ""delivery"", ""debris"", ""excavate"", ""scaffold"", ""assembly"", ""scaffold"", ""excavate""]"
5969,isound1.map,5,20,evaluate_suitability_strict,"[""assembly"", ""bricklayer"", ""scaffolding"", ""delivery"", ""scaffolding""]","[""utilities"", ""excavate"", ""utilities"", ""debris"", ""scaffold"", ""assembly"", ""item elevation"", ""delivery"", ""delivery"", ""scaffold"", ""scaffold"", ""debris"", ""lay bricks"", ""item elevation"", ""lay bricks"", ""utilities"", ""scaffold"", ""assembly"", ""excavate"", ""item elevation""]"
5970,isound1.map,5,20,evaluate_suitability_strict,"[""assembly"", ""crane"", ""delivery"", ""excavator"", ""crane""]","[""excavate"", ""lay bricks"", ""lay bricks"", ""item elevation"", ""excavate"", ""lay bricks"", ""delivery"", ""lay bricks"", ""scaffold"", ""assembly"", ""item elevation"", ""item elevation"", ""delivery"", ""scaffold"", ""item elevation"", ""delivery"", ""delivery"", ""utilities"", ""item elevation"", ""utilities""]"
