Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
4831,arena.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""scaffolding"", ""excavator"", ""delivery"", ""bricklayer""]","[""assembly"", ""item elevation"", ""excavate"", ""excavate"", ""debris""]"
4832,arena.map,5,5,evaluate_suitability_loose,"[""excavator"", ""scaffolding"", ""scaffolding"", ""crane"", ""assembly""]","[""scaffold"", ""scaffold"", ""scaffold"", ""scaffold"", ""utilities""]"
4833,arena.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""delivery"", ""scaffolding"", ""scaffolding"", ""assembly""]","[""utilities"", ""delivery"", ""item elevation"", ""assembly"", ""assembly""]"
4834,arena.map,5,5,evaluate_suitability_loose,"[""assembly"", ""scaffolding"", ""bricklayer"", ""delivery"", ""crane""]","[""item elevation"", ""lay bricks"", ""lay bricks"", ""debris"", ""lay bricks""]"
4835,arena.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""assembly"", ""assembly"", ""assembly"", ""bricklayer""]","[""scaffold"", ""lay bricks"", ""debris"", ""utilities"", ""utilities""]"
4836,arena.map,5,5,evaluate_suitability_loose,"[""crane"", ""assembly"", ""assembly"", ""delivery"", ""crane""]","[""item elevation"", ""utilities"", ""delivery"", ""scaffold"", ""assembly""]"
4837,arena.map,5,5,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""delivery"", ""crane"", ""delivery""]","[""excavate"", ""debris"", ""utilities"", ""utilities"", ""debris""]"
4838,arena.map,5,5,evaluate_suitability_loose,"[""crane"", ""excavator"", ""scaffolding"", ""delivery"", ""crane""]","[""assembly"", ""lay bricks"", ""scaffold"", ""utilities"", ""delivery""]"
4839,arena.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""delivery"", ""delivery"", ""scaffolding"", ""scaffolding""]","[""utilities"", ""assembly"", ""assembly"", ""lay bricks"", ""excavate""]"
4840,arena.map,5,5,evaluate_suitability_loose,"[""excavator"", ""excavator"", ""scaffolding"", ""scaffolding"", ""excavator""]","[""delivery"", ""assembly"", ""lay bricks"", ""utilities"", ""assembly""]"
4841,arena.map,5,5,evaluate_suitability_strict,"[""scaffolding"", ""excavator"", ""delivery"", ""scaffolding"", ""scaffolding""]","[""assembly"", ""scaffold"", ""assembly"", ""debris"", ""delivery""]"
4842,arena.map,5,5,evaluate_suitability_strict,"[""scaffolding"", ""delivery"", ""delivery"", ""excavator"", ""assembly""]","[""debris"", ""delivery"", ""scaffold"", ""scaffold"", ""delivery""]"
4843,arena.map,5,5,evaluate_suitability_strict,"[""delivery"", ""bricklayer"", ""bricklayer"", ""excavator"", ""scaffolding""]","[""assembly"", ""item elevation"", ""utilities"", ""utilities"", ""assembly""]"
4844,arena.map,5,5,evaluate_suitability_strict,"[""delivery"", ""assembly"", ""assembly"", ""bricklayer"", ""scaffolding""]","[""item elevation"", ""scaffold"", ""lay bricks"", ""utilities"", ""assembly""]"
4845,arena.map,5,5,evaluate_suitability_strict,"[""delivery"", ""delivery"", ""crane"", ""crane"", ""delivery""]","[""delivery"", ""excavate"", ""debris"", ""item elevation"", ""scaffold""]"
4846,arena.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""crane"", ""delivery"", ""crane"", ""assembly""]","[""lay bricks"", ""scaffold"", ""scaffold"", ""assembly"", ""assembly""]"
4847,arena.map,5,5,evaluate_suitability_strict,"[""assembly"", ""bricklayer"", ""delivery"", ""assembly"", ""bricklayer""]","[""lay bricks"", ""scaffold"", ""scaffold"", ""utilities"", ""utilities""]"
4848,arena.map,5,5,evaluate_suitability_strict,"[""delivery"", ""scaffolding"", ""excavator"", ""excavator"", ""scaffolding""]","[""excavate"", ""scaffold"", ""item elevation"", ""lay bricks"", ""scaffold""]"
4849,arena.map,5,5,evaluate_suitability_strict,"[""crane"", ""crane"", ""crane"", ""bricklayer"", ""bricklayer""]","[""utilities"", ""excavate"", ""debris"", ""excavate"", ""excavate""]"
4850,arena.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""delivery"", ""delivery"", ""excavator"", ""scaffolding""]","[""delivery"", ""scaffold"", ""debris"", ""assembly"", ""scaffold""]"
4851,arena.map,5,5,evaluate_suitability_strict,"[""crane"", ""bricklayer"", ""excavator"", ""excavator"", ""scaffolding""]","[""debris"", ""assembly"", ""utilities"", ""delivery"", ""debris""]"
4852,arena.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""crane"", ""excavator"", ""scaffolding"", ""assembly""]","[""excavate"", ""delivery"", ""delivery"", ""item elevation"", ""delivery""]"
4853,arena.map,5,5,evaluate_suitability_strict,"[""assembly"", ""excavator"", ""assembly"", ""excavator"", ""excavator""]","[""lay bricks"", ""assembly"", ""debris"", ""item elevation"", ""item elevation""]"
4854,arena.map,5,5,evaluate_suitability_strict,"[""scaffolding"", ""scaffolding"", ""crane"", ""delivery"", ""bricklayer""]","[""excavate"", ""utilities"", ""utilities"", ""lay bricks"", ""scaffold""]"
4855,arena.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""crane"", ""excavator"", ""assembly"", ""excavator""]","[""utilities"", ""lay bricks"", ""item elevation"", ""item elevation"", ""utilities""]"
4856,arena.map,5,5,evaluate_suitability_strict,"[""assembly"", ""bricklayer"", ""assembly"", ""assembly"", ""crane""]","[""delivery"", ""lay bricks"", ""debris"", ""assembly"", ""excavate""]"
4857,arena.map,5,5,evaluate_suitability_strict,"[""assembly"", ""crane"", ""crane"", ""assembly"", ""bricklayer""]","[""assembly"", ""item elevation"", ""delivery"", ""assembly"", ""utilities""]"
4858,arena.map,5,5,evaluate_suitability_strict,"[""excavator"", ""bricklayer"", ""bricklayer"", ""scaffolding"", ""bricklayer""]","[""excavate"", ""item elevation"", ""delivery"", ""excavate"", ""utilities""]"
4859,arena.map,5,5,evaluate_suitability_strict,"[""excavator"", ""excavator"", ""excavator"", ""excavator"", ""scaffolding""]","[""debris"", ""assembly"", ""delivery"", ""delivery"", ""utilities""]"
4860,arena.map,5,5,evaluate_suitability_strict,"[""assembly"", ""crane"", ""scaffolding"", ""scaffolding"", ""excavator""]","[""debris"", ""excavate"", ""excavate"", ""lay bricks"", ""debris""]"
4861,arena.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""excavator"", ""bricklayer"", ""crane""]","[""lay bricks"", ""item elevation"", ""lay bricks"", ""debris"", ""debris"", ""item elevation"", ""debris"", ""utilities"", ""item elevation"", ""scaffold"", ""excavate"", ""utilities"", ""scaffold"", ""excavate"", ""excavate"", ""item elevation"", ""lay bricks"", ""utilities"", ""assembly"", ""delivery""]"
4862,arena.map,5,20,evaluate_suitability_new,"[""bricklayer"", ""assembly"", ""delivery"", ""assembly"", ""delivery""]","[""scaffold"", ""utilities"", ""assembly"", ""scaffold"", ""utilities"", ""assembly"", ""lay bricks"", ""utilities"", ""debris"", ""utilities"", ""assembly"", ""utilities"", ""item elevation"", ""scaffold"", ""debris"", ""debris"", ""debris"", ""lay bricks"", ""assembly"", ""utilities""]"
4863,arena.map,5,20,evaluate_suitability_new,"[""delivery"", ""excavator"", ""excavator"", ""bricklayer"", ""assembly""]","[""lay bricks"", ""lay bricks"", ""delivery"", ""debris"", ""scaffold"", ""utilities"", ""excavate"", ""debris"", ""delivery"", ""assembly"", ""assembly"", ""debris"", ""excavate"", ""lay bricks"", ""delivery"", ""assembly"", ""debris"", ""debris"", ""scaffold"", ""delivery""]"
4864,arena.map,5,20,evaluate_suitability_new,"[""delivery"", ""excavator"", ""crane"", ""crane"", ""assembly""]","[""assembly"", ""scaffold"", ""delivery"", ""delivery"", ""lay bricks"", ""excavate"", ""lay bricks"", ""lay bricks"", ""scaffold"", ""item elevation"", ""delivery"", ""debris"", ""debris"", ""item elevation"", ""excavate"", ""utilities"", ""utilities"", ""scaffold"", ""utilities"", ""delivery""]"
4865,arena.map,5,20,evaluate_suitability_new,"[""assembly"", ""assembly"", ""crane"", ""scaffolding"", ""scaffolding""]","[""lay bricks"", ""scaffold"", ""scaffold"", ""utilities"", ""item elevation"", ""excavate"", ""lay bricks"", ""assembly"", ""utilities"", ""item elevation"", ""assembly"", ""item elevation"", ""lay bricks"", ""utilities"", ""lay bricks"", ""scaffold"", ""scaffold"", ""item elevation"", ""assembly"", ""assembly""]"
4866,arena.map,5,20,evaluate_suitability_new,"[""crane"", ""assembly"", ""excavator"", ""bricklayer"", ""assembly""]","[""assembly"", ""delivery"", ""assembly"", ""debris"", ""scaffold"", ""utilities"", ""utilities"", ""scaffold"", ""scaffold"", ""lay bricks"", ""excavate"", ""item elevation"", ""utilities"", ""excavate"", ""excavate"", ""delivery"", ""scaffold"", ""scaffold"", ""assembly"", ""excavate""]"
4867,arena.map,5,20,evaluate_suitability_new,"[""excavator"", ""assembly"", ""assembly"", ""delivery"", ""scaffolding""]","[""utilities"", ""assembly"", ""lay bricks"", ""item elevation"", ""assembly"", ""utilities"", ""scaffold"", ""excavate"", ""delivery"", ""excavate"", ""debris"", ""debris"", ""assembly"", ""scaffold"", ""excavate"", ""scaffold"", ""assembly"", ""assembly"", ""delivery"", ""lay bricks""]"
4868,arena.map,5,20,evaluate_suitability_new,"[""crane"", ""crane"", ""bricklayer"", ""scaffolding"", ""crane""]","[""utilities"", ""utilities"", ""item elevation"", ""debris"", ""excavate"", ""assembly"", ""excavate"", ""delivery"", ""delivery"", ""assembly"", ""delivery"", ""debris"", ""delivery"", ""assembly"", ""utilities"", ""scaffold"", ""assembly"", ""lay bricks"", ""scaffold"", ""debris""]"
4869,arena.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""excavator"", ""bricklayer"", ""delivery"", ""bricklayer""]","[""debris"", ""excavate"", ""item elevation"", ""scaffold"", ""assembly"", ""debris"", ""excavate"", ""debris"", ""item elevation"", ""scaffold"", ""scaffold"", ""assembly"", ""utilities"", ""scaffold"", ""scaffold"", ""excavate"", ""utilities"", ""excavate"", ""scaffold"", ""delivery""]"
4870,arena.map,5,20,evaluate_suitability_new,"[""excavator"", ""excavator"", ""excavator"", ""bricklayer"", ""assembly""]","[""excavate"", ""lay bricks"", ""excavate"", ""assembly"", ""excavate"", ""item elevation"", ""utilities"", ""assembly"", ""assembly"", ""scaffold"", ""utilities"", ""lay bricks"", ""utilities"", ""lay bricks"", ""item elevation"", ""excavate"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""debris""]"
4871,arena.map,5,20,evaluate_suitability_new,"[""crane"", ""delivery"", ""crane"", ""crane"", ""scaffolding""]","[""assembly"", ""lay bricks"", ""scaffold"", ""assembly"", ""debris"", ""delivery"", ""debris"", ""scaffold"", ""excavate"", ""item elevation"", ""delivery"", ""assembly"", ""delivery"", ""utilities"", ""assembly"", ""item elevation"", ""utilities"", ""debris"", ""scaffold"", ""item elevation""]"
4872,arena.map,5,20,evaluate_suitability_new,"[""excavator"", ""assembly"", ""excavator"", ""assembly"", ""bricklayer""]","[""scaffold"", ""delivery"", ""item elevation"", ""item elevation"", ""excavate"", ""debris"", ""item elevation"", ""item elevation"", ""assembly"", ""item elevation"", ""utilities"", ""debris"", ""excavate"", ""lay bricks"", ""utilities"", ""excavate"", ""scaffold"", ""utilities"", ""delivery"", ""scaffold""]"
4873,arena.map,5,20,evaluate_suitability_new,"[""delivery"", ""scaffolding"", ""scaffolding"", ""scaffolding"", ""delivery""]","[""excavate"", ""item elevation"", ""utilities"", ""debris"", ""scaffold"", ""scaffold"", ""assembly"", ""item elevation"", ""item elevation"", ""assembly"", ""assembly"", ""debris"", ""item elevation"", ""lay bricks"", ""assembly"", ""debris"", ""excavate"", ""item elevation"", ""utilities"", ""debris""]"
4874,arena.map,5,20,evaluate_suitability_new,"[""crane"", ""crane"", ""scaffolding"", ""delivery"", ""excavator""]","[""excavate"", ""delivery"", ""debris"", ""excavate"", ""excavate"", ""debris"", ""debris"", ""debris"", ""delivery"", ""lay bricks"", ""debris"", ""excavate"", ""utilities"", ""item elevation"", ""assembly"", ""excavate"", ""lay bricks"", ""item elevation"", ""scaffold"", ""utilities""]"
4875,arena.map,5,20,evaluate_suitability_new,"[""delivery"", ""crane"", ""assembly"", ""bricklayer"", ""delivery""]","[""delivery"", ""delivery"", ""utilities"", ""utilities"", ""debris"", ""scaffold"", ""excavate"", ""delivery"", ""excavate"", ""excavate"", ""lay bricks"", ""scaffold"", ""item elevation"", ""lay bricks"", ""debris"", ""delivery"", ""assembly"", ""assembly"", ""utilities"", ""assembly""]"
4876,arena.map,5,20,evaluate_suitability_new,"[""excavator"", ""assembly"", ""delivery"", ""delivery"", ""excavator""]","[""assembly"", ""item elevation"", ""delivery"", ""item elevation"", ""item elevation"", ""lay bricks"", ""excavate"", ""assembly"", ""lay bricks"", ""scaffold"", ""excavate"", ""lay bricks"", ""utilities"", ""item elevation"", ""delivery"", ""utilities"", ""item elevation"", ""delivery"", ""item elevation"", ""assembly""]"
4877,arena.map,5,20,evaluate_suitability_new,"[""bricklayer"", ""crane"", ""assembly"", ""assembly"", ""scaffolding""]","[""debris"", ""scaffold"", ""lay bricks"", ""scaffold"", ""debris"", ""excavate"", ""lay bricks"", ""lay bricks"", ""debris"", ""utilities"", ""assembly"", ""assembly"", ""utilities"", ""delivery"", ""lay bricks"", ""excavate"", ""excavate"", ""delivery"", ""delivery"", ""item elevation""]"
4878,arena.map,5,20,evaluate_suitability_new,"[""delivery"", ""scaffolding"", ""bricklayer"", ""crane"", ""assembly""]","[""delivery"", ""lay bricks"", ""delivery"", ""assembly"", ""utilities"", ""utilities"", ""delivery"", ""excavate"", ""scaffold"", ""lay bricks"", ""delivery"", ""assembly"", ""debris"", ""delivery"", ""excavate"", ""item elevation"", ""scaffold"", ""debris"", ""delivery"", ""delivery""]"
4879,arena.map,5,20,evaluate_suitability_new,"[""bricklayer"", ""scaffolding"", ""crane"", ""scaffolding"", ""excavator""]","[""utilities"", ""utilities"", ""excavate"", ""lay bricks"", ""lay bricks"", ""scaffold"", ""debris"", ""lay bricks"", ""lay bricks"", ""lay bricks"", ""delivery"", ""lay bricks"", ""excavate"", ""excavate"", ""assembly"", ""debris"", ""excavate"", ""delivery"", ""delivery"", ""excavate""]"
4880,arena.map,5,20,evaluate_suitability_new,"[""crane"", ""excavator"", ""bricklayer"", ""delivery"", ""excavator""]","[""lay bricks"", ""assembly"", ""lay bricks"", ""scaffold"", ""assembly"", ""delivery"", ""excavate"", ""item elevation"", ""scaffold"", ""lay bricks"", ""scaffold"", ""lay bricks"", ""utilities"", ""debris"", ""assembly"", ""excavate"", ""item elevation"", ""utilities"", ""delivery"", ""excavate""]"
4881,arena.map,5,20,evaluate_suitability_loose,"[""excavator"", ""bricklayer"", ""scaffolding"", ""crane"", ""assembly""]","[""scaffold"", ""utilities"", ""excavate"", ""excavate"", ""assembly"", ""item elevation"", ""excavate"", ""excavate"", ""scaffold"", ""debris"", ""excavate"", ""assembly"", ""utilities"", ""assembly"", ""delivery"", ""assembly"", ""assembly"", ""debris"", ""lay bricks"", ""scaffold""]"
4882,arena.map,5,20,evaluate_suitability_loose,"[""delivery"", ""assembly"", ""crane"", ""crane"", ""assembly""]","[""scaffold"", ""scaffold"", ""delivery"", ""scaffold"", ""excavate"", ""lay bricks"", ""item elevation"", ""assembly"", ""scaffold"", ""delivery"", ""delivery"", ""lay bricks"", ""scaffold"", ""debris"", ""excavate"", ""lay bricks"", ""delivery"", ""excavate"", ""utilities"", ""debris""]"
4883,arena.map,5,20,evaluate_suitability_loose,"[""excavator"", ""scaffolding"", ""excavator"", ""excavator"", ""delivery""]","[""debris"", ""utilities"", ""delivery"", ""debris"", ""utilities"", ""assembly"", ""utilities"", ""debris"", ""excavate"", ""utilities"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""assembly"", ""scaffold"", ""utilities"", ""assembly"", ""utilities"", ""lay bricks"", ""excavate""]"
4884,arena.map,5,20,evaluate_suitability_loose,"[""crane"", ""crane"", ""excavator"", ""assembly"", ""excavator""]","[""lay bricks"", ""utilities"", ""excavate"", ""delivery"", ""utilities"", ""delivery"", ""scaffold"", ""excavate"", ""debris"", ""assembly"", ""excavate"", ""assembly"", ""delivery"", ""assembly"", ""delivery"", ""lay bricks"", ""delivery"", ""item elevation"", ""delivery"", ""assembly""]"
4885,arena.map,5,20,evaluate_suitability_loose,"[""assembly"", ""crane"", ""crane"", ""excavator"", ""assembly""]","[""assembly"", ""debris"", ""assembly"", ""utilities"", ""excavate"", ""assembly"", ""assembly"", ""delivery"", ""assembly"", ""delivery"", ""utilities"", ""item elevation"", ""delivery"", ""assembly"", ""utilities"", ""assembly"", ""excavate"", ""lay bricks"", ""item elevation"", ""scaffold""]"
4886,arena.map,5,20,evaluate_suitability_loose,"[""excavator"", ""assembly"", ""crane"", ""excavator"", ""delivery""]","[""debris"", ""scaffold"", ""item elevation"", ""assembly"", ""lay bricks"", ""item elevation"", ""lay bricks"", ""excavate"", ""debris"", ""scaffold"", ""item elevation"", ""assembly"", ""delivery"", ""debris"", ""excavate"", ""debris"", ""delivery"", ""scaffold"", ""delivery"", ""excavate""]"
4887,arena.map,5,20,evaluate_suitability_loose,"[""assembly"", ""assembly"", ""scaffolding"", ""excavator"", ""delivery""]","[""lay bricks"", ""delivery"", ""scaffold"", ""assembly"", ""excavate"", ""item elevation"", ""scaffold"", ""utilities"", ""excavate"", ""scaffold"", ""item elevation"", ""lay bricks"", ""delivery"", ""lay bricks"", ""excavate"", ""assembly"", ""lay bricks"", ""assembly"", ""lay bricks"", ""utilities""]"
4888,arena.map,5,20,evaluate_suitability_loose,"[""assembly"", ""assembly"", ""excavator"", ""assembly"", ""excavator""]","[""utilities"", ""excavate"", ""excavate"", ""scaffold"", ""debris"", ""excavate"", ""item elevation"", ""delivery"", ""lay bricks"", ""delivery"", ""item elevation"", ""debris"", ""scaffold"", ""item elevation"", ""item elevation"", ""item elevation"", ""item elevation"", ""utilities"", ""delivery"", ""assembly""]"
4889,arena.map,5,20,evaluate_suitability_loose,"[""bricklayer"", ""excavator"", ""bricklayer"", ""scaffolding"", ""delivery""]","[""debris"", ""debris"", ""assembly"", ""utilities"", ""debris"", ""excavate"", ""utilities"", ""item elevation"", ""item elevation"", ""utilities"", ""excavate"", ""utilities"", ""delivery"", ""debris"", ""debris"", ""debris"", ""item elevation"", ""utilities"", ""scaffold"", ""lay bricks""]"
4890,arena.map,5,20,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""scaffolding"", ""excavator"", ""crane""]","[""delivery"", ""scaffold"", ""assembly"", ""excavate"", ""scaffold"", ""debris"", ""debris"", ""lay bricks"", ""item elevation"", ""delivery"", ""delivery"", ""assembly"", ""delivery"", ""item elevation"", ""assembly"", ""assembly"", ""excavate"", ""debris"", ""delivery"", ""excavate""]"
4891,arena.map,5,20,evaluate_suitability_loose,"[""crane"", ""crane"", ""scaffolding"", ""excavator"", ""crane""]","[""excavate"", ""excavate"", ""utilities"", ""excavate"", ""scaffold"", ""excavate"", ""item elevation"", ""delivery"", ""utilities"", ""excavate"", ""scaffold"", ""excavate"", ""item elevation"", ""scaffold"", ""item elevation"", ""lay bricks"", ""excavate"", ""lay bricks"", ""delivery"", ""utilities""]"
4892,arena.map,5,20,evaluate_suitability_loose,"[""scaffolding"", ""excavator"", ""bricklayer"", ""delivery"", ""crane""]","[""assembly"", ""utilities"", ""scaffold"", ""item elevation"", ""excavate"", ""debris"", ""lay bricks"", ""delivery"", ""lay bricks"", ""utilities"", ""lay bricks"", ""lay bricks"", ""debris"", ""item elevation"", ""utilities"", ""utilities"", ""item elevation"", ""utilities"", ""scaffold"", ""item elevation""]"
4893,arena.map,5,20,evaluate_suitability_loose,"[""scaffolding"", ""delivery"", ""scaffolding"", ""scaffolding"", ""scaffolding""]","[""item elevation"", ""debris"", ""scaffold"", ""excavate"", ""debris"", ""assembly"", ""excavate"", ""excavate"", ""assembly"", ""scaffold"", ""excavate"", ""utilities"", ""scaffold"", ""debris"", ""scaffold"", ""debris"", ""debris"", ""assembly"", ""excavate"", ""debris""]"
4894,arena.map,5,20,evaluate_suitability_loose,"[""assembly"", ""crane"", ""scaffolding"", ""delivery"", ""delivery""]","[""item elevation"", ""item elevation"", ""lay bricks"", ""scaffold"", ""item elevation"", ""assembly"", ""debris"", ""excavate"", ""debris"", ""assembly"", ""debris"", ""scaffold"", ""lay bricks"", ""item elevation"", ""lay bricks"", ""delivery"", ""scaffold"", ""lay bricks"", ""scaffold"", ""item elevation""]"
4895,arena.map,5,20,evaluate_suitability_loose,"[""delivery"", ""scaffolding"", ""assembly"", ""scaffolding"", ""excavator""]","[""assembly"", ""utilities"", ""assembly"", ""scaffold"", ""excavate"", ""utilities"", ""delivery"", ""delivery"", ""lay bricks"", ""utilities"", ""scaffold"", ""scaffold"", ""scaffold"", ""utilities"", ""utilities"", ""excavate"", ""delivery"", ""debris"", ""scaffold"", ""item elevation""]"
4896,arena.map,5,20,evaluate_suitability_loose,"[""bricklayer"", ""scaffolding"", ""bricklayer"", ""assembly"", ""scaffolding""]","[""lay bricks"", ""excavate"", ""item elevation"", ""assembly"", ""excavate"", ""item elevation"", ""item elevation"", ""scaffold"", ""lay bricks"", ""delivery"", ""delivery"", ""lay bricks"", ""delivery"", ""utilities"", ""scaffold"", ""assembly"", ""excavate"", ""lay bricks"", ""lay bricks"", ""item elevation""]"
